,country,year,own_account,location_type,phone_access,household_size,respondent_age,gender,head_relation,marital_status,education_level,job_type
12051,Rwanda,2016,No,Urban,Yes,4.0,47.0,Female,Head of Household,Widowed,Secondary education,Remittance Dependent
12052,Rwanda,2016,No,Rural,No,2.0,40.0,Female,Head of Household,Divorced/Seperated,Primary education,Other Income
12053,Rwanda,2016,No,Rural,Yes,5.0,30.0,Female,Head of Household,Married/Living together,Primary education,Farming and Fishing
12054,Rwanda,2016,No,Rural,Yes,7.0,57.0,Male,Head of Household,Married/Living together,No formal education,Informally employed
12055,Rwanda,2016,No,Rural,Yes,5.0,19.0,Female,Child,Single/Never Married,Secondary education,Informally employed
12058,Rwanda,2016,No,Rural,Yes,3.0,56.0,Female,Head of Household,Widowed,No formal education,Informally employed
12059,Rwanda,2016,No,Rural,Yes,8.0,37.0,Female,Head of Household,Widowed,Primary education,Farming and Fishing
12060,Rwanda,2016,No,Rural,Yes,4.0,33.0,Male,Spouse,Married/Living together,Primary education,Farming and Fishing
12061,Rwanda,2016,Yes,Rural,Yes,6.0,18.0,Female,Child,Single/Never Married,Secondary education,Informally employed
12062,Rwanda,2016,Yes,Urban,Yes,6.0,55.0,Female,Spouse,Married/Living together,Primary education,Other Income
12063,Rwanda,2016,No,Urban,Yes,8.0,23.0,Female,Child,Single/Never Married,Secondary education,Informally employed
12064,Rwanda,2016,No,Rural,Yes,5.0,30.0,Female,Spouse,Married/Living together,Secondary education,Farming and Fishing
12066,Rwanda,2016,Yes,Urban,Yes,6.0,29.0,Male,Child,Single/Never Married,Primary education,Informally employed
12067,Rwanda,2016,Yes,Rural,Yes,3.0,50.0,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing
12069,Rwanda,2016,No,Rural,Yes,1.0,36.0,Male,Head of Household,Divorced/Seperated,No formal education,Other Income
12072,Rwanda,2016,No,Urban,Yes,7.0,24.0,Female,Other non-relatives,Single/Never Married,Primary education,Informally employed
12073,Rwanda,2016,No,Rural,Yes,3.0,22.0,Female,Spouse,Married/Living together,Secondary education,Farming and Fishing
12074,Rwanda,2016,No,Rural,No,2.0,71.0,Male,Head of Household,Married/Living together,No formal education,Remittance Dependent
12075,Rwanda,2016,No,Rural,Yes,3.0,50.0,Female,Spouse,Married/Living together,Primary education,Farming and Fishing
12076,Rwanda,2016,No,Rural,No,6.0,23.0,Female,Child,Single/Never Married,Primary education,Informally employed
12078,Rwanda,2016,No,Rural,No,3.0,47.0,Female,Spouse,Married/Living together,No formal education,Farming and Fishing
12079,Rwanda,2016,No,Rural,Yes,7.0,59.0,Female,Spouse,Married/Living together,Primary education,Farming and Fishing
12080,Rwanda,2016,No,Rural,Yes,4.0,49.0,Female,Spouse,Married/Living together,Secondary education,Farming and Fishing
12081,Rwanda,2016,No,Urban,Yes,2.0,22.0,Female,Child,Single/Never Married,Secondary education,Remittance Dependent
12082,Rwanda,2016,No,Rural,Yes,3.0,59.0,Female,Head of Household,Divorced/Seperated,Primary education,Farming and Fishing
12083,Rwanda,2016,No,Rural,Yes,8.0,19.0,Female,Child,Single/Never Married,Secondary education,Farming and Fishing
12084,Rwanda,2016,No,Rural,Yes,3.0,44.0,Male,Head of Household,Divorced/Seperated,Primary education,Dont Know/Refuse to answer
12088,Rwanda,2016,No,Urban,Yes,7.0,18.0,Male,Other non-relatives,Single/Never Married,Primary education,Informally employed
12089,Rwanda,2016,Yes,Urban,Yes,3.0,27.0,Female,Spouse,Married/Living together,Tertiary education,Farming and Fishing
12091,Rwanda,2016,No,Rural,Yes,10.0,20.0,Male,Child,Single/Never Married,Secondary education,Farming and Fishing
12092,Rwanda,2016,No,Rural,Yes,1.0,42.0,Male,Head of Household,Single/Never Married,No formal education,Farming and Fishing
12093,Rwanda,2016,No,Urban,Yes,3.0,18.0,Female,Spouse,Divorced/Seperated,Secondary education,Informally employed
12094,Rwanda,2016,No,Rural,Yes,3.0,62.0,Male,Head of Household,Married/Living together,No formal education,Farming and Fishing
12095,Rwanda,2016,No,Rural,Yes,6.0,16.0,Female,Child,Single/Never Married,Primary education,Dont Know/Refuse to answer
12097,Rwanda,2016,No,Rural,No,6.0,35.0,Female,Spouse,Married/Living together,Primary education,Farming and Fishing
12098,Rwanda,2016,No,Rural,No,5.0,42.0,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing
12100,Rwanda,2016,No,Rural,Yes,8.0,21.0,Female,Child,Single/Never Married,Primary education,Informally employed
12101,Rwanda,2016,No,Rural,Yes,8.0,35.0,Female,Spouse,Married/Living together,Primary education,Self employed
12102,Rwanda,2016,No,Rural,Yes,5.0,35.0,Female,Spouse,Married/Living together,Primary education,Self employed
12104,Rwanda,2016,Yes,Urban,Yes,5.0,19.0,Male,Child,Single/Never Married,Primary education,Remittance Dependent
12105,Rwanda,2016,No,Rural,Yes,7.0,64.0,Male,Head of Household,Married/Living together,Primary education,Informally employed
12106,Rwanda,2016,No,Rural,Yes,1.0,62.0,Female,Head of Household,Widowed,No formal education,Farming and Fishing
12107,Rwanda,2016,No,Rural,Yes,3.0,53.0,Female,Head of Household,Widowed,No formal education,Farming and Fishing
12108,Rwanda,2016,No,Rural,No,6.0,31.0,Female,Spouse,Married/Living together,No formal education,Informally employed
12109,Rwanda,2016,No,Urban,No,2.0,30.0,Female,Child,Married/Living together,Primary education,Informally employed
12111,Rwanda,2016,Yes,Rural,Yes,4.0,38.0,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing
12115,Rwanda,2016,Yes,Rural,Yes,1.0,33.0,Male,Head of Household,Single/Never Married,Primary education,Farming and Fishing
12116,Rwanda,2016,No,Rural,Yes,8.0,65.0,Female,Spouse,Married/Living together,No formal education,Farming and Fishing
12117,Rwanda,2016,No,Rural,Yes,5.0,52.0,Male,Head of Household,Widowed,Primary education,Informally employed
12118,Rwanda,2016,No,Rural,Yes,1.0,70.0,Female,Head of Household,Widowed,No formal education,Farming and Fishing
12119,Rwanda,2016,No,Rural,Yes,7.0,22.0,Female,Child,Single/Never Married,Secondary education,Farming and Fishing
12120,Rwanda,2016,No,Urban,Yes,1.0,25.0,Female,Head of Household,Single/Never Married,Secondary education,Informally employed
12122,Rwanda,2016,Yes,Urban,Yes,3.0,82.0,Male,Head of Household,Married/Living together,Primary education,Other Income
12124,Rwanda,2016,No,Urban,No,5.0,16.0,Female,Child,Single/Never Married,Primary education,Remittance Dependent
12125,Rwanda,2016,No,Urban,Yes,5.0,30.0,Female,Spouse,Married/Living together,Primary education,Farming and Fishing
12126,Rwanda,2016,No,Rural,No,1.0,74.0,Female,Head of Household,Married/Living together,Primary education,Farming and Fishing
12128,Rwanda,2016,No,Rural,Yes,2.0,45.0,Male,Head of Household,Married/Living together,Secondary education,Informally employed
12129,Rwanda,2016,No,Rural,Yes,9.0,63.0,Female,Spouse,Married/Living together,No formal education,Farming and Fishing
12130,Rwanda,2016,Yes,Rural,Yes,3.0,63.0,Female,Spouse,Married/Living together,Primary education,Farming and Fishing
12131,Rwanda,2016,No,Rural,Yes,2.0,43.0,Male,Head of Household,Married/Living together,Secondary education,Farming and Fishing
12132,Rwanda,2016,Yes,Urban,Yes,4.0,28.0,Female,Spouse,Married/Living together,Secondary education,Informally employed
12133,Rwanda,2016,No,Rural,No,2.0,25.0,Female,Head of Household,Single/Never Married,Primary education,Informally employed
12134,Rwanda,2016,No,Rural,Yes,6.0,52.0,Female,Head of Household,Divorced/Seperated,Primary education,Farming and Fishing
12137,Rwanda,2016,No,Rural,Yes,1.0,53.0,Male,Head of Household,Single/Never Married,Primary education,Informally employed
12139,Rwanda,2016,No,Rural,Yes,4.0,62.0,Female,Head of Household,Widowed,No formal education,Farming and Fishing
12140,Rwanda,2016,No,Rural,Yes,5.0,25.0,Male,Head of Household,Married/Living together,Primary education,Self employed
12141,Rwanda,2016,Yes,Rural,Yes,7.0,40.0,Male,Head of Household,Married/Living together,No formal education,Self employed
12142,Rwanda,2016,No,Rural,Yes,1.0,53.0,Female,Head of Household,Widowed,Primary education,Farming and Fishing
12144,Rwanda,2016,No,Rural,Yes,7.0,38.0,Male,Head of Household,Married/Living together,Primary education,Informally employed
12145,Rwanda,2016,No,Rural,Yes,5.0,40.0,Male,Head of Household,Married/Living together,Secondary education,Informally employed
12146,Rwanda,2016,Yes,Rural,Yes,2.0,65.0,Male,Head of Household,Married/Living together,Secondary education,Informally employed
12147,Rwanda,2016,No,Rural,No,3.0,46.0,Female,Head of Household,Widowed,No formal education,Informally employed
12149,Rwanda,2016,No,Urban,Yes,4.0,18.0,Male,Parent,Single/Never Married,Secondary education,Formally employed Private
12151,Rwanda,2016,Yes,Rural,Yes,5.0,34.0,Female,Spouse,Married/Living together,Tertiary education,Informally employed
12153,Rwanda,2016,No,Rural,Yes,4.0,16.0,Male,Child,Single/Never Married,Primary education,Self employed
12154,Rwanda,2016,No,Rural,Yes,4.0,75.0,Female,Head of Household,Widowed,No formal education,Remittance Dependent
12155,Rwanda,2016,No,Rural,Yes,4.0,30.0,Male,Other non-relatives,Single/Never Married,Primary education,Informally employed
12156,Rwanda,2016,No,Urban,Yes,4.0,37.0,Female,Spouse,Married/Living together,Secondary education,Remittance Dependent
12157,Rwanda,2016,No,Rural,Yes,3.0,62.0,Female,Head of Household,Divorced/Seperated,Primary education,Remittance Dependent
12158,Rwanda,2016,No,Rural,Yes,4.0,52.0,Male,Head of Household,Married/Living together,Primary education,Informally employed
12159,Rwanda,2016,No,Rural,Yes,4.0,30.0,Female,Other non-relatives,Single/Never Married,No formal education,Informally employed
12161,Rwanda,2016,No,Rural,Yes,6.0,30.0,Female,Spouse,Married/Living together,No formal education,Informally employed
12162,Rwanda,2016,No,Rural,Yes,4.0,19.0,Male,Child,Single/Never Married,Secondary education,Dont Know/Refuse to answer
12164,Rwanda,2016,No,Rural,No,5.0,62.0,Female,Spouse,Married/Living together,No formal education,Informally employed
12165,Rwanda,2016,Yes,Urban,Yes,3.0,24.0,Female,Parent,Single/Never Married,Tertiary education,Formally employed Private
12167,Rwanda,2016,No,Urban,Yes,4.0,40.0,Female,Head of Household,Widowed,Primary education,Remittance Dependent
12169,Rwanda,2016,No,Urban,Yes,5.0,23.0,Female,Spouse,Married/Living together,Secondary education,Informally employed
12170,Rwanda,2016,No,Rural,No,6.0,51.0,Male,Head of Household,Married/Living together,No formal education,Other Income
12171,Rwanda,2016,No,Rural,No,10.0,17.0,Male,Parent,Single/Never Married,Primary education,Farming and Fishing
12173,Rwanda,2016,No,Rural,No,5.0,37.0,Female,Head of Household,Married/Living together,Primary education,Informally employed
12174,Rwanda,2016,No,Rural,Yes,6.0,66.0,Female,Spouse,Married/Living together,No formal education,Farming and Fishing
12175,Rwanda,2016,No,Rural,Yes,4.0,17.0,Female,Child,Single/Never Married,Secondary education,Remittance Dependent
12177,Rwanda,2016,No,Rural,Yes,8.0,24.0,Female,Child,Single/Never Married,Secondary education,Remittance Dependent
12179,Rwanda,2016,No,Rural,Yes,7.0,29.0,Male,Head of Household,Married/Living together,Primary education,Informally employed
12182,Rwanda,2016,No,Urban,Yes,4.0,33.0,Male,Head of Household,Married/Living together,No formal education,Other Income
12183,Rwanda,2016,No,Rural,No,3.0,64.0,Female,Spouse,Married/Living together,No formal education,Other Income
12184,Rwanda,2016,No,Rural,Yes,4.0,16.0,Female,Other relative,Single/Never Married,Secondary education,Remittance Dependent
12187,Rwanda,2016,No,Rural,Yes,3.0,17.0,Female,Parent,Single/Never Married,Secondary education,Remittance Dependent
12190,Rwanda,2016,No,Rural,Yes,4.0,54.0,Male,Head of Household,Divorced/Seperated,Primary education,Informally employed
12191,Rwanda,2016,No,Rural,Yes,3.0,22.0,Male,Head of Household,Single/Never Married,Primary education,Farming and Fishing
12192,Rwanda,2016,No,Rural,Yes,3.0,49.0,Female,Head of Household,Widowed,Primary education,Informally employed
12195,Rwanda,2016,No,Rural,Yes,2.0,53.0,Female,Spouse,Married/Living together,No formal education,Informally employed
12197,Rwanda,2016,No,Rural,Yes,2.0,71.0,Female,Head of Household,Widowed,No formal education,Remittance Dependent
12199,Rwanda,2016,No,Rural,Yes,1.0,54.0,Female,Head of Household,Widowed,Primary education,Farming and Fishing
12201,Rwanda,2016,No,Rural,No,4.0,37.0,Female,Spouse,Married/Living together,Primary education,Informally employed
12202,Rwanda,2016,No,Urban,Yes,4.0,33.0,Female,Spouse,Married/Living together,Primary education,Self employed
12204,Rwanda,2016,Yes,Urban,Yes,8.0,29.0,Female,Spouse,Married/Living together,Primary education,Self employed
12205,Rwanda,2016,Yes,Rural,Yes,4.0,44.0,Female,Spouse,Married/Living together,Secondary education,Farming and Fishing
12206,Rwanda,2016,No,Rural,Yes,4.0,33.0,Female,Spouse,Married/Living together,Secondary education,Farming and Fishing
12207,Rwanda,2016,No,Rural,No,4.0,58.0,Male,Head of Household,Married/Living together,Primary education,Other Income
12208,Rwanda,2016,No,Urban,Yes,2.0,73.0,Female,Head of Household,Widowed,No formal education,Other Income
12210,Rwanda,2016,No,Rural,No,5.0,29.0,Female,Spouse,Married/Living together,Primary education,Farming and Fishing
12211,Rwanda,2016,No,Rural,Yes,6.0,51.0,Male,Head of Household,Married/Living together,Secondary education,Self employed
12213,Rwanda,2016,No,Rural,Yes,3.0,54.0,Female,Head of Household,Widowed,No formal education,Government Dependent
12218,Rwanda,2016,No,Rural,Yes,3.0,19.0,Male,Child,Single/Never Married,Primary education,Remittance Dependent
12219,Rwanda,2016,No,Rural,Yes,2.0,28.0,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing
12221,Rwanda,2016,Yes,Rural,Yes,2.0,25.0,Male,Child,Single/Never Married,Secondary education,Remittance Dependent
12222,Rwanda,2016,Yes,Rural,Yes,6.0,50.0,Male,Head of Household,Married/Living together,Tertiary education,Formally employed Government
12223,Rwanda,2016,Yes,Rural,Yes,4.0,33.0,Male,Head of Household,Married/Living together,Primary education,Formally employed Private
12224,Rwanda,2016,No,Rural,Yes,8.0,19.0,Male,Child,Single/Never Married,Primary education,Informally employed
12225,Rwanda,2016,No,Rural,Yes,2.0,30.0,Female,Head of Household,Single/Never Married,Primary education,Remittance Dependent
12226,Rwanda,2016,No,Rural,Yes,8.0,41.0,Female,Head of Household,Widowed,No formal education,Farming and Fishing
12227,Rwanda,2016,No,Rural,No,3.0,50.0,Female,Spouse,Married/Living together,No formal education,Informally employed
12228,Rwanda,2016,No,Rural,Yes,7.0,40.0,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing
12229,Rwanda,2016,No,Rural,Yes,2.0,84.0,Female,Head of Household,Widowed,No formal education,Government Dependent
12232,Rwanda,2016,No,Rural,No,7.0,17.0,Female,Child,Single/Never Married,Secondary education,Remittance Dependent
12234,Rwanda,2016,No,Urban,Yes,6.0,32.0,Male,Head of Household,Married/Living together,Primary education,Informally employed
12235,Rwanda,2016,No,Urban,Yes,4.0,31.0,Female,Head of Household,Divorced/Seperated,Secondary education,Formally employed Government
12236,Rwanda,2016,No,Rural,Yes,4.0,72.0,Female,Spouse,Married/Living together,No formal education,Farming and Fishing
12237,Rwanda,2016,No,Rural,Yes,2.0,25.0,Female,Child,Single/Never Married,Primary education,Farming and Fishing
12238,Rwanda,2016,No,Rural,Yes,3.0,16.0,Female,Child,Single/Never Married,Primary education,Remittance Dependent
12239,Rwanda,2016,No,Rural,Yes,8.0,45.0,Male,Head of Household,Married/Living together,Secondary education,Self employed
12240,Rwanda,2016,No,Rural,Yes,5.0,52.0,Male,Head of Household,Married/Living together,No formal education,Informally employed
12241,Rwanda,2016,No,Rural,Yes,6.0,39.0,Female,Child,Single/Never Married,Primary education,Farming and Fishing
12242,Rwanda,2016,No,Urban,Yes,4.0,37.0,Male,Head of Household,Married/Living together,Primary education,Informally employed
12243,Rwanda,2016,No,Rural,No,7.0,67.0,Female,Head of Household,Widowed,Primary education,Farming and Fishing
12244,Rwanda,2016,No,Rural,No,7.0,43.0,Male,Head of Household,Married/Living together,Primary education,Informally employed
12245,Rwanda,2016,Yes,Urban,Yes,7.0,17.0,Female,Child,Single/Never Married,Secondary education,Informally employed
12246,Rwanda,2016,Yes,Rural,Yes,4.0,29.0,Male,Head of Household,Married/Living together,Secondary education,Informally employed
12247,Rwanda,2016,No,Rural,Yes,3.0,20.0,Male,Child,Single/Never Married,Secondary education,Government Dependent
12249,Rwanda,2016,No,Rural,Yes,2.0,65.0,Male,Spouse,Married/Living together,No formal education,Informally employed
12250,Rwanda,2016,No,Rural,No,8.0,52.0,Male,Head of Household,Married/Living together,No formal education,Informally employed
12251,Rwanda,2016,No,Rural,No,6.0,58.0,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing
12252,Rwanda,2016,No,Rural,No,2.0,46.0,Female,Head of Household,Widowed,No formal education,Farming and Fishing
12253,Rwanda,2016,No,Urban,Yes,6.0,39.0,Female,Head of Household,Divorced/Seperated,Secondary education,Informally employed
12255,Rwanda,2016,No,Rural,Yes,5.0,52.0,Female,Spouse,Married/Living together,No formal education,Informally employed
12257,Rwanda,2016,No,Rural,Yes,7.0,27.0,Male,Child,Single/Never Married,Secondary education,Informally employed
12258,Rwanda,2016,No,Rural,Yes,3.0,17.0,Female,Child,Single/Never Married,Secondary education,Farming and Fishing
12259,Rwanda,2016,No,Rural,Yes,9.0,48.0,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing
12260,Rwanda,2016,No,Rural,Yes,6.0,45.0,Male,Head of Household,Married/Living together,No formal education,Farming and Fishing
12261,Rwanda,2016,No,Rural,Yes,7.0,58.0,Female,Spouse,Married/Living together,Primary education,Farming and Fishing
12262,Rwanda,2016,No,Rural,Yes,1.0,65.0,Male,Head of Household,Divorced/Seperated,No formal education,Self employed
12263,Rwanda,2016,Yes,Urban,Yes,4.0,18.0,Female,Other non-relatives,Single/Never Married,No formal education,Formally employed Government
12264,Rwanda,2016,No,Rural,Yes,7.0,68.0,Male,Head of Household,Married/Living together,Primary education,Informally employed
12265,Rwanda,2016,Yes,Urban,Yes,5.0,36.0,Male,Head of Household,Married/Living together,Primary education,Informally employed
12266,Rwanda,2016,Yes,Rural,Yes,5.0,42.0,Male,Head of Household,Married/Living together,Tertiary education,Formally employed Private
12268,Rwanda,2016,No,Rural,Yes,6.0,47.0,Male,Head of Household,Married/Living together,No formal education,Informally employed
12271,Rwanda,2016,No,Rural,Yes,3.0,54.0,Female,Spouse,Married/Living together,No formal education,Farming and Fishing
12273,Rwanda,2016,No,Rural,No,2.0,20.0,Female,Head of Household,Single/Never Married,Primary education,Informally employed
12274,Rwanda,2016,No,Rural,Yes,6.0,36.0,Female,Spouse,Married/Living together,Primary education,Formally employed Private
12276,Rwanda,2016,No,Rural,Yes,6.0,23.0,Female,Child,Single/Never Married,Secondary education,Remittance Dependent
12278,Rwanda,2016,No,Rural,No,8.0,36.0,Male,Head of Household,Married/Living together,No formal education,Informally employed
12279,Rwanda,2016,No,Rural,No,2.0,87.0,Male,Head of Household,Widowed,Primary education,Informally employed
12280,Rwanda,2016,No,Urban,Yes,6.0,22.0,Male,Child,Single/Never Married,Primary education,Farming and Fishing
12282,Rwanda,2016,Yes,Rural,No,3.0,22.0,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing
12283,Rwanda,2016,No,Rural,Yes,4.0,25.0,Male,Child,Single/Never Married,Primary education,Farming and Fishing
12284,Rwanda,2016,No,Rural,No,7.0,35.0,Female,Spouse,Married/Living together,Primary education,Informally employed
12285,Rwanda,2016,No,Rural,Yes,5.0,37.0,Female,Head of Household,Divorced/Seperated,No formal education,Informally employed
12286,Rwanda,2016,No,Rural,Yes,6.0,23.0,Female,Spouse,Married/Living together,Primary education,Informally employed
12287,Rwanda,2016,No,Rural,Yes,1.0,25.0,Male,Head of Household,Single/Never Married,Primary education,Informally employed
12289,Rwanda,2016,No,Rural,No,1.0,81.0,Female,Head of Household,Widowed,Primary education,Farming and Fishing
12291,Rwanda,2016,No,Rural,No,1.0,24.0,Female,Head of Household,Divorced/Seperated,No formal education,Farming and Fishing
12294,Rwanda,2016,Yes,Urban,Yes,7.0,29.0,Female,Child,Single/Never Married,Secondary education,Remittance Dependent
12296,Rwanda,2016,Yes,Urban,Yes,2.0,52.0,Male,Head of Household,Married/Living together,Secondary education,Informally employed
12297,Rwanda,2016,No,Rural,Yes,4.0,18.0,Female,Other relative,Single/Never Married,Primary education,Self employed
12300,Rwanda,2016,No,Rural,No,6.0,45.0,Female,Head of Household,Widowed,No formal education,Informally employed
12302,Rwanda,2016,No,Urban,Yes,4.0,19.0,Male,Child,Single/Never Married,Secondary education,Remittance Dependent
12303,Rwanda,2016,No,Rural,No,1.0,33.0,Male,Head of Household,Single/Never Married,Primary education,Self employed
12306,Rwanda,2016,No,Rural,Yes,2.0,50.0,Male,Spouse,Married/Living together,Secondary education,Farming and Fishing
12307,Rwanda,2016,No,Rural,Yes,2.0,47.0,Female,Head of Household,Divorced/Seperated,No formal education,Informally employed
12308,Rwanda,2016,No,Urban,Yes,2.0,32.0,Female,Head of Household,Divorced/Seperated,Secondary education,Farming and Fishing
12311,Rwanda,2016,No,Rural,Yes,2.0,32.0,Female,Child,Single/Never Married,Primary education,Farming and Fishing
12313,Rwanda,2016,No,Rural,Yes,6.0,84.0,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing
12316,Rwanda,2016,Yes,Urban,Yes,8.0,30.0,Female,Spouse,Married/Living together,Tertiary education,Self employed
12317,Rwanda,2016,No,Rural,Yes,7.0,51.0,Female,Head of Household,Married/Living together,Primary education,Informally employed
12318,Rwanda,2016,No,Rural,No,1.0,52.0,Female,Head of Household,Widowed,Primary education,Farming and Fishing
12321,Rwanda,2016,No,Rural,Yes,8.0,60.0,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing
12323,Rwanda,2016,No,Urban,Yes,6.0,43.0,Female,Spouse,Married/Living together,Primary education,Self employed
12325,Rwanda,2016,No,Rural,Yes,4.0,46.0,Female,Head of Household,Single/Never Married,No formal education,Informally employed
12326,Rwanda,2016,No,Rural,Yes,2.0,24.0,Female,Spouse,Married/Living together,Secondary education,Farming and Fishing
12327,Rwanda,2016,No,Rural,Yes,10.0,39.0,Female,Spouse,Married/Living together,Primary education,Farming and Fishing
12329,Rwanda,2016,No,Rural,No,3.0,55.0,Female,Head of Household,Widowed,Primary education,Farming and Fishing
12330,Rwanda,2016,No,Urban,Yes,6.0,44.0,Female,Spouse,Married/Living together,No formal education,Farming and Fishing
12331,Rwanda,2016,No,Rural,Yes,6.0,50.0,Male,Head of Household,Married/Living together,No formal education,Farming and Fishing
12333,Rwanda,2016,No,Rural,No,4.0,29.0,Female,Spouse,Married/Living together,Primary education,Informally employed
12334,Rwanda,2016,No,Rural,Yes,4.0,42.0,Female,Spouse,Married/Living together,Primary education,Informally employed
12335,Rwanda,2016,No,Rural,Yes,7.0,45.0,Male,Head of Household,Married/Living together,No formal education,Informally employed
12336,Rwanda,2016,No,Rural,Yes,6.0,53.0,Male,Head of Household,Married/Living together,No formal education,Informally employed
12337,Rwanda,2016,No,Rural,No,4.0,33.0,Female,Head of Household,Divorced/Seperated,Primary education,Informally employed
12340,Rwanda,2016,No,Rural,Yes,6.0,65.0,Male,Head of Household,Widowed,Primary education,Farming and Fishing
12341,Rwanda,2016,No,Rural,No,4.0,38.0,Female,Spouse,Married/Living together,No formal education,Informally employed
12343,Rwanda,2016,No,Rural,Yes,8.0,26.0,Female,Child,Single/Never Married,Secondary education,Remittance Dependent
12345,Rwanda,2016,Yes,Urban,Yes,5.0,48.0,Female,Spouse,Married/Living together,Primary education,Self employed
12346,Rwanda,2016,No,Rural,Yes,7.0,18.0,Female,Child,Single/Never Married,Secondary education,Remittance Dependent
12347,Rwanda,2016,No,Rural,Yes,3.0,21.0,Male,Head of Household,Married/Living together,Primary education,Informally employed
12349,Rwanda,2016,No,Urban,Yes,3.0,27.0,Male,Spouse,Married/Living together,Primary education,Informally employed
12350,Rwanda,2016,No,Rural,No,4.0,18.0,Female,Child,Single/Never Married,No formal education,Informally employed
12351,Rwanda,2016,No,Rural,Yes,3.0,30.0,Female,Spouse,Married/Living together,No formal education,Informally employed
12352,Rwanda,2016,No,Rural,Yes,5.0,35.0,Female,Spouse,Married/Living together,No formal education,Farming and Fishing
12354,Rwanda,2016,Yes,Rural,Yes,1.0,31.0,Female,Head of Household,Single/Never Married,Secondary education,Informally employed
12355,Rwanda,2016,No,Urban,Yes,5.0,33.0,Male,Head of Household,Married/Living together,Primary education,Informally employed
12356,Rwanda,2016,No,Urban,Yes,1.0,44.0,Male,Head of Household,Single/Never Married,Primary education,Informally employed
12357,Rwanda,2016,No,Rural,No,3.0,20.0,Male,Child,Single/Never Married,Primary education,Informally employed
12358,Rwanda,2016,No,Rural,No,5.0,57.0,Female,Spouse,Married/Living together,6,Informally employed
12359,Rwanda,2016,Yes,Urban,Yes,1.0,54.0,Female,Head of Household,Widowed,Secondary education,Dont Know/Refuse to answer
12360,Rwanda,2016,No,Rural,Yes,1.0,26.0,Male,Child,Single/Never Married,Primary education,Informally employed
12361,Rwanda,2016,No,Rural,Yes,4.0,20.0,Female,Child,Single/Never Married,Primary education,Remittance Dependent
12362,Rwanda,2016,No,Rural,Yes,1.0,51.0,Male,Head of Household,Widowed,Primary education,Farming and Fishing
12366,Rwanda,2016,No,Rural,Yes,3.0,53.0,Female,Head of Household,Divorced/Seperated,No formal education,Farming and Fishing
12368,Rwanda,2016,No,Rural,Yes,7.0,58.0,Female,Spouse,Married/Living together,No formal education,Informally employed
12369,Rwanda,2016,Yes,Rural,Yes,2.0,26.0,Female,Spouse,Married/Living together,Primary education,Farming and Fishing
12371,Rwanda,2016,No,Rural,Yes,2.0,20.0,Male,Child,Single/Never Married,Primary education,Farming and Fishing
12372,Rwanda,2016,No,Rural,Yes,7.0,68.0,Male,Head of Household,Married/Living together,No formal education,Farming and Fishing
12373,Rwanda,2016,Yes,Rural,Yes,5.0,36.0,Female,Spouse,Married/Living together,Primary education,Informally employed
12374,Rwanda,2016,Yes,Urban,Yes,3.0,29.0,Female,Head of Household,Single/Never Married,Secondary education,Self employed
12376,Rwanda,2016,No,Rural,Yes,3.0,66.0,Female,Head of Household,Widowed,Vocational/Specialised training,Farming and Fishing
12377,Rwanda,2016,No,Rural,Yes,5.0,40.0,Female,Spouse,Married/Living together,No formal education,Informally employed
12379,Rwanda,2016,No,Rural,No,1.0,55.0,Female,Head of Household,Divorced/Seperated,No formal education,Informally employed
12380,Rwanda,2016,Yes,Urban,Yes,2.0,27.0,Male,Head of Household,Single/Never Married,Secondary education,Informally employed
12381,Rwanda,2016,No,Rural,Yes,4.0,58.0,Female,Head of Household,Divorced/Seperated,Primary education,Farming and Fishing
12383,Rwanda,2016,No,Rural,Yes,4.0,52.0,Female,Head of Household,Divorced/Seperated,No formal education,Farming and Fishing
12384,Rwanda,2016,No,Rural,Yes,9.0,20.0,Male,Child,Single/Never Married,Secondary education,Informally employed
12385,Rwanda,2016,No,Rural,Yes,8.0,19.0,Female,Child,Single/Never Married,Secondary education,Other Income
12386,Rwanda,2016,No,Rural,Yes,6.0,25.0,Male,Child,Single/Never Married,Primary education,Informally employed
12388,Rwanda,2016,No,Rural,No,7.0,56.0,Female,Spouse,Married/Living together,No formal education,Self employed
12389,Rwanda,2016,No,Rural,Yes,3.0,57.0,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing
12390,Rwanda,2016,No,Rural,Yes,2.0,67.0,Female,Head of Household,Widowed,No formal education,Remittance Dependent
12391,Rwanda,2016,No,Rural,Yes,3.0,31.0,Male,Head of Household,Married/Living together,Primary education,Self employed
12392,Rwanda,2016,No,Urban,Yes,4.0,27.0,Female,Spouse,Married/Living together,Primary education,Remittance Dependent
12394,Rwanda,2016,No,Rural,Yes,3.0,32.0,Male,Child,Single/Never Married,Primary education,Farming and Fishing
